HDS SKU #,SAP_CREATED_DATE,Internal Supplier Part #,DESCRIPTION,HDS_SUPPLIER_NUMBER,HDS_SUPPLIER_NAME,ProductHierarchy,MCAT,PCAT,ORDER_UNIT,EINA_PIR_QTY,EINA_UMREN,BASE_MARM_UMREN,BASE_QTY_OF_UOM,MATTYPE,GENITEMCAT,BUOM,AUOM,LENGTH_,WIDTH_,HEIGHT_,WEIGHT_,UPC,VOLUM,BASE_QUANTITY,EA_QTY_OF_UOM,EA_LENGTH_,EA_WIDTH_,EA_HEIGHT_,EA_WEIGHT_,EA_UPC,EA_VOLUM,EA_PACKAGING_LEVEL,PKG_QTY_OF_UOM,PKG_LENGTH_,PKG_WIDTH_,PKG_HEIGHT_,PKG_WEIGHT_,PKG_UPC,PKG_VOLUM,PKG_PACKAGING_LEVEL,PKG2_QTY_OF_UOM,PKG2_LENGTH_,PKG2_WIDTH_,PKG2_HEIGHT_,PKG2_WEIGHT_,PKG2_UPC,PKG2_VOLUM,PKG2_PACKAGING_LEVEL,CS_QTY_OF_UOM,CS_LENGTH_,CS_WIDTH_,CS_HEIGHT_,CS_WEIGHT_,CS_UPC,CS_VOLUM,CS_PACKAGING_LEVEL,PAL_QTY_OF_UOM,PAL_LENGTH_,PAL_WIDTH_,PAL_HEIGHT_,PAL_WEIGHT_,PAL_UPC,PAL_VOLUM,PAL_PACKAGING_LEVEL,MATRN_Duplicate,CONCAT_Error_Msg,Base_UOM_missing,Base_QTY_missing,Base_UPC_duplicate_found,Base_UPC_missing,Base_UPC_invalid,Base_Level_dimensions_missing,Base_weight_missing,Each_Level_data_missing,Each QTY > 1,Each dims = 0,Each weight = 0,Each_UPC_is_blank_or_0,Each_UPC_duplicate_found,Each_UPC_invalid,Each_Level_packaging_format_incorrect,Inner_Pack_Level_data_missing,Inner Pack QTY = 0,Inner Pack QTY = 1,Inner Pack dims = 0,Inner Pack dims = Each dims,Inner Pack dims < Each dims,Inner Pack weight = 0,Inner Pack weight = Each weight,Inner_Pack_weight_incorrect,Inner_Pack_UPC_is_blank_or_0,Inner_Pack_UPC_duplicate_found,Inner_Pack_UPC_invalid,Inner Pack UPC = Each UPC,Inner_Pack_Level_packaging_format_incorrect,Case_Level_data_missing,Case QTY = 0,Case QTY = 1,Case QTY = Inner Pack QTY,Case dims = 0,Case dims = Each dims,Case dims = Inner Pack dims,Case dims < Each dims,Case dims < Inner Pack dims,Case weight = 0,Case weight = Each weight,Case weight =  Inner Pack weight,Case_weight_incorrect,Case_UPC_is_blank_or_0,Case_UPC_duplicate_found,Case_UPC_invalid,Case UPC = Each UPC,Case UPC = Inner Pack UPC,Case_Level_packaging_format_incorrect,Pallet_Level_data_missing,Pallet QTY = 0,Pallet QTY = 1,Pallet QTY = Case QTY,Pallet dims = 0,Pallet dims = Each dims,Pallet dims = Inner Pack dims,Pallet dims = Case dims,Pallet dims < Each dims,Pallet dims < Inner Pack dims,Pallet dims < Case dims,Pallet weight = 0,Pallet weight = Each weight,Pallet weight = Inner Pack weight,Pallet weight = Case weight,Pallet_weight_incorrect,Pallet_UPC_duplicate_found,Pallet_UPC_invalid,Pallet UPC = Each UPC,Pallet UPC = Inner Pack UPC,Pallet UPC = Case UPC,Pallet_Level_packaging_format_incorrect,Requires Case level,Data_missing_for_all_levels,Duplicate_UPC_at_all_levels,UOM_and_PKG_Qty_mismatch,AUOM data < BUOM data,HDS SKU# duplicate found,Base dims = 1,Each dims = 1,Inner Pack dims = 1,Inner_Pack_QTY_is_incorrect,Case dims = 1,Case_QTY_is_incorrect,Pallet dims = 1,Pallet_QTY_is_incorrect,Pallet_dims_seem_high,DC_Ready
149943,20140730,DV-285N,"Jb 10 CFM Vacuum Pump .5 X .25 X .38"" Intake Port",0000015726,JB INDUSTRIES,06406501,HVAC,Tools & Supplies,EA,1,1,1,1,HAWA,ZNOR,EA,EA,18.000,9.250,14.150,33.62,684520102958,1.363,1,1,18.000,9.250,14.150,33.620,684520102958,1.363,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
772153,20150819,5009603,Neoperl Regular Female Aerator 1.2 GPM Package Of 6,0000007600,NEOPERL INC.,24700001,Faucets/Showerheads,Aerators,EA,1,1,1,1,HAWA,ZNOR,PKG,PKG,1.060,1.030,5.200,0.2,008359141429,0.003,6,1,0.000,0.000,0.000,0.000,,0.000,EA,1,1.060,1.030,5.200,0.200,008359141429,0.003,PKG,,,,,,,,,25,6.100,5.950,6.300,5.000,10008359141426,0.132,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
126264,20190702,S-SGC-COM-1811,"Comfort® Guest Experience Comment Card, Case Of 50",0000041267,"RDI-USA, INC",14860614,Hospitality Supply,Guest Room Printed Supplies,CS,1,1,1,1,HAWA,ZNOR,CS,CS,10.250,5.250,0.850,1.99,816215024164,0.026,50,,,,,,,,,,,,,,,,,,,,,,,,,1,10.250,5.250,0.850,1.990,816215024164,0.026,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
223330,20221013,90181,Everbilt 12 In. Shelf Support Bracket Package Of 12,2000500863,"HANGZHOU GREATSTAR INDUSTRIAL CO.,",10305509,Hardware,Wardrobe Hardware,PKG,1,1,1,1,HAWA,ZNOR,PKG,PKG,21.260,5.750,0.910,2.97,820909901815,0.064,12,1,0.000,0.000,0.000,0.000,,0.000,EA,1,21.260,5.750,0.910,2.970,820909901815,0.064,PKG,,,,,,,,,8,21.260,5.590,8.460,25.880,20820909901819,0.582,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
754154,20140806,GPVT-50L,A. O. Smith® 50-Gallon Power Vent With Side Taps Natural Gas Water Heater,0000042750,AO SMITH WATER HEATERS,26401501,Kitchen & Bath,Water Heaters,EA,1,1,1,1,HAWA,ZNOR,EA,EA,32.000,23.000,68.120,179,671657145637,29.014,1,1,32.000,23.000,68.120,179.000,671657145637,29.014,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
345342,20240402,2G25DG15.5W40K,"Maintenance Warehouse 5.5 Watt G25 Led, Medium, Clear, 4000k, Package Of 12",0000043755,"XIAMEN LONGSTAR LIGHTING CO., LTD",25509302,Lamps & Ballasts,LED Decorative Bulbs,CS,4,1,1,4,HAWA,ZNOR,PKG,PKG,13.900,10.470,5.390,2.77,194671051277,0.454,12,,,,,,,,,1,13.900,10.470,5.390,2.770,194671051277,0.454,PKG,,,,,,,,,4,21.540,14.490,11.380,12.580,30194671051278,2.055,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
117243,20100801,21320,Surpass® 2-Ply Facial Tissue Cube Case Of 36,0000010116,KIMBERLY CLARK,02152403,Janitorial/Cleaning,Paper Product,CS,1,1,1,1,HAWA,ZNOR,CS,CS,18.313,15.750,13.625,14.71,10036000213208,2.274,36,,,,,,,,,,,,,,,,,,,,,,,,,1,18.313,15.750,13.625,14.710,10036000213208,2.274,CS,42,48.000,40.000,95.380,617.820,50036000213206,105.978,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
226901,20220902,TRX210BXCD6,"Shield Security Tulip Privacy Knob 2-3/8""-2-3/4"" Grade 3 S Nickel, Package Of 6",2000500765,TAIWAN FU HSING INDUSTRIAL CO LTD,10702011,Hardware,Residential Locksets,PKG,1,1,1,1,HAWA,ZNOR,PKG,PKG,10.500,6.300,7.900,6.04,194671042367,0.302,6,,,,,,,,,1,10.500,6.300,7.900,6.040,194671042367,0.302,PKG,,,,,,,,,4,21.200,13.600,8.900,26.450,30194671042368,1.485,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
345332,20240402,L8G25DUFG20530,"Maintenance Warehouse 4.5 Watt G25 Led, Medium, Frosted, 3000k, Package Of 12",0000043755,"XIAMEN LONGSTAR LIGHTING CO., LTD",25509302,Lamps & Ballasts,LED Decorative Bulbs,CS,4,1,1,4,HAWA,ZNOR,PKG,PKG,11.730,9.490,4.920,1.54,194671051222,0.317,12,,,,,,,,,1,11.730,9.490,4.920,1.540,194671051222,0.317,PKG,,,,,,,,,4,19.570,12.320,10.430,7.320,30194671051223,1.455,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
447175,20091107,HDS447175,"Delta Replacement For Delta/peerless Hot/cold Shower Handle Clear 2-1/2""",0000013919,BRASSCRAFT SERVICE PARTS,24556000,Faucets/Showerheads,Shower & Tub Repair Parts,EA,1,1,1,1,HAWA,ZNOR,EA,EA,3.050,2.950,2.700,0.225,039166106592,0.014,1,1,3.050,2.950,2.700,0.225,039166106592,0.014,EA,,,,,,,,,,,,,,,,,40,15.875,8.625,9.000,10.050,10039166106599,0.713,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
345311,20240417,L11A19DUG201450,"Maintenance Warehouse 15 Watt A19 Led, Medium, Frosted, 5000k, Package Of 12",0000043755,"XIAMEN LONGSTAR LIGHTING CO., LTD",25509102,Lamps & Ballasts,LED A-Bulbs,CS,4,1,1,4,HAWA,ZNOR,PKG,PKG,9.055,7.087,4.803,1.864,194671051178,0.178,12,,,,,,,,,1,9.055,7.087,4.803,1.864,194671051178,0.178,PKG,,,,,,,,,4,14.764,9.646,10.197,8.240,30194671051179,0.840,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
139182,20200903,SC3MP136,"Bic® Comfort 3-Blade Razor, Case Of 36",0000044095,BIC USA INC.,14860001,Hospitality Supply,Personal Care Amenities,CS,1,1,1,1,HAWA,ZNOR,CS,CS,12.300,8.100,5.700,1.42,070330968745,0.329,36,,,,,,,,,,,,,,,,,,,,,,,,,1,12.300,8.100,5.700,1.420,070330968745,0.329,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
426425,20091107,416283.00,"Replacement For Central Brass Cold Faucet Handle 523-C, 1-1/16"" Height",0000044166,"U THREE LOGISTICS CO., LTD (A. YEH)",24552701,Faucets/Showerheads,Faucet & Sink Repair Parts,EA,1,1,1,1,HAWA,ZNOR,EA,EA,4.724,4.724,1.150,0.088,4710343860396,0.015,1,1,4.724,4.724,1.150,0.088,4710343860396,0.015,EA,,,,,,,,,,,,,,,,,50,7.874,6.205,7.276,4.982,14710343860393,0.206,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
565351,20140731,280882,"Rust-Oleum Epoxy Tub And Tile Spray Paint, 12 Ounce",0000011491,RUST-OLEUM,01100602,Paint & Sundries,Spray Paint,EA,1,1,1,1,HAWA,ZNOR,EA,EA,2.625,2.625,7.875,1,020066247201,0.031,1,1,2.625,2.625,7.875,1.000,020066247201,0.031,EA,,,,,,,,,,,,,,,,,6,8.375,5.688,8.375,6.470,10020066263697,0.231,CS,1638,48.000,40.000,62.750,1692.600,,69.722,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
269684,20230407,CAPFA3022C6,"Goodman Cased Aluminum Evaporator Coil, Upflow/downflow, 2-2.5 Ton, 21"" Cabinet",0000040431,GOODMAN,06404222,HVAC,"Air Handlers, Furnaces & Coils",EA,1,1,1,1,HAWA,ZNOR,EA,EA,26.250,23.500,24.500,47,663051629134,8.746,1,1,26.250,23.500,24.500,47.000,663051629134,8.746,EA,,,,,,,,,,,,,,,,,,,,,,,,,12,54.000,50.000,78.000,564.000,,121.875,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
481900,20091107,481900,"Replacement For Indiana Brass Diverter Shower Stem 4-5/8"" Length",0000044652,"BASSCO SUPPLY CO., LTD",24556012,Faucets/Showerheads,Shower & Tub Repair Parts,EA,1,1,1,1,HAWA,ZNOR,EA,EA,7.300,3.200,1.400,0.42,4713294880864,0.019,1,1,7.300,3.200,1.400,0.420,4713294880864,0.019,EA,,,,,,,,,,,,,,,,,50,7.600,7.600,6.600,21.610,14713294880861,0.221,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
295877,20230705,ES181B25,Frost King 3/4 In. X 1/2 In. X 81 In. Brown Elite Lifetime Door Weatherseal Repl,0000012447,THERMWELL,10305006,Hardware,Weatherization & Thresholds,EA,1,1,1,1,HAWA,ZNOR,EA,EA,0.750,1.000,81.000,0.35,077578066806,0.035,1,1,0.750,1.000,81.000,0.350,077578066806,0.035,EA,,,,,,,,,,,,,,,,,25,5.500,2.000,83.000,8.750,10077578066803,0.528,CS,2625,84.000,40.000,37.000,958.000,90077578066809,71.945,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
402445,20120816,402445,Maintenance Warehouse® 1/3 HP Intelligent Submersible Utility Pump,0000042132,"GP ENTERPRISES CO., LTD",26554503,Kitchen & Bath,Pumps & Regulators,EA,1,1,1,1,HAWA,ZNOR,EA,EA,9.170,7.280,13.120,10.03,194671019314,0.507,1,1,9.170,7.280,13.120,10.030,194671019314,0.507,EA,,,,,,,,,,,,,,,,,,,,,,,,,150,48.000,40.000,83.070,1548.800,50194671019319,92.300,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
356496,20240905,SOGD-PLO-QPWC-01,"Welspun Sonesta Percale  pillowcase In White Queen 20 X 30"" T200 Case Of 72",0000041476,WELSPUN-IMPORTS,19860100,Textiles,Sheets,CS,1,1,1,1,HAWA,ZNOR,CS,CS,11.000,22.000,8.000,24.912,887719243443,1.120,72,,,,,,,,,,,,,,,,,,,,,,,,,1,11.000,22.000,8.000,24.912,887719243443,1.120,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
451258,20120403,8105-01-386-2362,Skilcraft® Recycled Content Waste Bag 56 Gallon Capacity Case Of 100,0000015488,ENVISION INDUSTRIES INC.,13908400,Ability One,Cleaning Supplies,CS,1,1,1,1,HAWA,ZNOR,CS,CS,24.000,14.500,3.500,22.27,733878543491,0.705,100,,,,,,,,,,,,,,,,,,,,,,,,,1,24.000,14.500,3.500,22.270,733878543491,0.705,CS,50,40.000,48.000,47.000,1224.000,,52.222,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
223297,20221013,90238,Everbilt 8 Ft. X 12 In. Regular Duty Wire Shelf Case Of 6,2000500863,"HANGZHOU GREATSTAR INDUSTRIAL CO.,",10305509,Hardware,Wardrobe Hardware,CS,1,1,1,1,HAWA,ZNOR,CS,CS,97.640,13.580,3.350,52.77,194671043852,2.571,6,,,,,,,,,,,,,,,,,,,,,,,,,1,97.640,13.580,3.350,52.770,194671043852,2.571,CS,20,98.640,27.560,38.440,1116.840,50194671043857,60.475,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
338352,20231121,HDSKRT0030,Renown Eco Perforated Kitchen Paper Towel Case Of 30,2000501115,"GREEN BAY CONVERTING, INC.",02152404,Janitorial/Cleaning,Paper Product,CS,1,1,1,1,HAWA,ZNOR,CS,CS,22.250,13.500,22.500,16.75,30194671048759,3.911,30,,,,,,,,,,,,,,,,,,,,,,,,,1,22.250,13.500,22.500,16.750,30194671048759,3.911,CS,24,44.620,40.540,96.500,402.000,50194671048753,101.018,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
740749,20091107,21-9746,"Wellsco #8 X 3/4"" Flat Head Wood Screw Package Of 80",0000043044,"WELLSCO INTERNATIONAL GROUP CO., LI",10878104,Hardware,Fasteners,PKG,1,1,1,1,HAWA,ZNOR,PKG,PKG,2.500,1.690,1.500,0.282,6945133597468,0.004,80,1,0.000,0.000,0.000,0.000,,0.000,EA,1,2.500,1.690,1.500,0.282,6945133597468,0.004,PKG,,,,,,,,,30,8.661,7.874,3.937,8.712,26945133597462,0.155,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
189769,20120730,83600-P,"Universal 8"" Black Porcelain Drip Bowl, Package Of 6",0000040336,AMERICAN TRIM LLC,05351019,Appliance,Oven Repair,PKG,1,1,1,1,HAWA,ZNOR,PKG,PKG,10.250,10.250,4.700,2.72,816325010354,0.286,6,,,,,,,,,1,10.250,10.250,4.700,2.720,816325010354,0.286,PKG,,,,,,,,,16,21.800,21.450,11.300,44.000,10816325012836,3.058,CS,192,42.000,42.000,35.000,550.000,20816325012833,35.729,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
731235,20140617,731235,"Maintenance Warehouse® Grab Bar Knurled Grip 1-1/2"" Diameter X 36"" Length Cm",0000041889,CSB INTERNATIONAL PRODUCTS (NINGBO),26302803,Kitchen & Bath,Public Washroom,EA,1,1,1,1,HAWA,ZNOR,EA,EA,39.130,3.000,3.130,2.46,194671009933,0.213,1,1,39.130,3.000,3.130,2.460,194671009933,0.213,EA,,,,,,,,,,,,,,,,,5,39.800,10.200,3.700,14.000,30194671009934,0.869,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
222770,20220822,NT1025-X-00028,"Natur-Bag 96 Gal. 54x59"" Green Compostable Trash Bags 6 Rolls Of 10, Case Of 60",2000500776,NORTHERN TECHNOLOGIES INTL CORP,02151206,Janitorial/Cleaning,Trash Liners,CS,1,1,1,1,HAWA,ZNOR,CS,CS,14.350,8.750,5.200,15.67,893625001527,0.378,60,,,,,,,,,,,,,,,,,,,,,,,,,1,14.350,8.750,5.200,15.670,893625001527,0.378,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
703641,20170717,614370,"Stem Mount Photo Control With Directional Swivel, 120 Volt",0000042820,DESIGN HOUSE IMPORT BATH HARDWARE,23608504,Lighting Fixtures,Outdoor Security Lighting,EA,1,1,1,1,HAWA,ZNOR,EA,EA,4.730,3.150,1.570,0.19,044321614379,0.014,1,1,4.730,3.150,1.570,0.190,044321614379,0.014,EA,,,,,,,,,,,,,,,,,80,16.540,10.240,13.780,15.560,10044321614376,1.351,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
226883,20220902,LS2X901YAD6,"Shield Security Modern Privacy Lever 2-3/8""-2-3/4"" Grd 3 Matte Blck Package Of 6",2000500765,TAIWAN FU HSING INDUSTRIAL CO LTD,10702012,Hardware,Residential Locksets,PKG,1,1,1,1,HAWA,ZNOR,PKG,PKG,7.560,6.220,10.470,10.04,194671042190,0.285,6,,,,,,,,,1,7.560,6.220,10.470,10.040,194671042190,0.285,PKG,,,,,,,,,4,15.980,13.390,11.690,41.870,30194671042191,1.448,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
569355,20091107,886-GP,"Sioux Chief Pushtite 4"" PVC Toilet Bowl Flange White",0000022235,SIOUX CHIEF,26155212,Kitchen & Bath,"Pipe, Tubing & Fittings",EA,1,1,1,1,HAWA,ZNOR,EA,EA,6.900,6.850,3.950,0.54,739236380937,0.108,1,1,6.900,6.850,3.950,0.540,739236380937,0.108,EA,,,,,,,,,,,,,,,,,5,21.500,8.450,7.650,3.375,10739236380934,0.804,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
211733,20220308,67346W-7104,"Seasons® Premier™ Two-Handle Centerset Bathroom Faucet, Pop-Up Brushed NICKEL",0000040227,LOTA INTERNATIONAL FZE,24555515,Faucets/Showerheads,Bathroom Faucets,EA,1,1,1,1,HAWA,ZNOR,EA,EA,9.450,6.890,6.890,3.68,194671040073,0.260,1,1,9.450,6.890,6.890,3.680,194671040073,0.260,EA,,,,,,,,,,,,,,,,,4,19.880,14.570,8.070,15.830,30194671040074,1.353,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
300285,20091107,25-004,Gardner Bender® Wiregard™ Yellow Wire Connector - Package Of 25,0000012405,GARDNER BENDER,07451003,Electrical,Wiring Supplies,PKG,1,1,1,1,HAWA,ZNOR,PKG,PKG,3.650,3.450,1.400,0.11,032076002534,0.010,25,,,,,,,,,1,3.650,3.450,1.400,0.110,032076002534,0.010,PKG,,,,,,,,,10,10.200,3.200,5.300,1.300,50032076002539,0.100,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
252495,20091107,CD40+5X370,Supco 370 Volt 40/5 MFD Oval Dual Run Capacitor,0000011482,"SEALED UNIT PARTS, CO., INC.",06406001,HVAC,Repair Parts,EA,1,1,1,1,HAWA,ZNOR,EA,EA,4.900,3.050,1.950,0.63,687152168835,0.017,1,1,4.900,3.050,1.950,0.630,687152168835,0.017,EA,5,14.500,5.000,2.000,3.550,30687152168836,0.084,PKG,,,,,,,,,50,20.000,15.000,6.000,36.240,50687152168830,1.042,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
203540,20091107,7258-60-14-2,5' Braided PVC Icemaker Water Supply Line,2000500696,"HOMEWERKS WORLDWIDE, LLC",05352012,Appliance,Refrigerator Repair,EA,1,1,1,1,HAWA,ZNOR,EA,EA,8.400,6.350,1.950,0.39,820633993636,0.060,1,1,8.400,6.350,1.950,0.390,820633993636,0.060,EA,,,,,,,,,,,,,,,,,10,11.200,7.450,7.600,4.300,10820633993633,0.367,CS,900,48.000,40.000,43.700,430.400,,48.556,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
253001,20091107,253001,"6x10"" White Floor Register",0000044177,NINGBO XINLU POLYURETHANE INDUSTRIA,06403203,HVAC,Ventilation,EA,1,1,1,1,HAWA,ZNOR,EA,EA,11.650,7.500,1.750,1.307,6972051790152,0.088,1,1,11.650,7.500,1.750,1.307,6972051790152,0.088,EA,,,,,,,,,,,,,,,,,20,16.500,15.400,12.400,27.760,6972051790169,1.823,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
762269,20091107,34911,Pacific Coast Feather Pillow Standard 20x26 30 Ounce Case Of 12,0000044296,KEECO LLC,19860407,Textiles,Pillows And Protectors,EA,1,12,12,1,HAWA,ZNOR,CS,CS,31.800,24.000,17.300,28.35,025521349117,7.641,12,1,0.000,0.000,0.000,0.000,,0.000,EA,,,,,,,,,,,,,,,,,1,31.800,24.000,17.300,28.350,025521349117,7.641,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
282262,20230524,3154,"Homax White Tough As Tile Brush On Tub, Sink, And Tile Refinishing Kit, 26 Oz.",0000012906,HOMAX,01102000,Paint & Sundries,Interior Surface Repair,EA,1,1,1,1,HAWA,ZNOR,EA,EA,4.250,4.250,7.625,2.73,041072031547,0.080,1,1,4.250,4.250,7.625,2.730,041072031547,0.080,EA,,,,,,,,,,,,,,,,,2,9.000,4.700,8.100,6.000,10041072031544,0.198,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
234720,20221206,700-SWAB,"RDI-USA Bamboo Cotton Swabs, 4 Pack, Case Of 500",0000041267,"RDI-USA, INC",14860001,Hospitality Supply,Personal Care Amenities,CS,1,1,1,1,HAWA,ZNOR,CS,CS,9.100,5.400,6.400,1.34,816215029077,0.182,500,,,,,,,,,,,,,,,,,,,,,,,,,1,9.100,5.400,6.400,1.340,816215029077,0.182,CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
